"","loyalty_number","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month"
"4901",532848,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",75990,"Married","Nova",3238,"Standard",2017,9,2017,12
"4902",816122,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",75990,"Married","Nova",3238,"Standard",2017,9,2018,5
"4903",894691,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",75990,"Married","Nova",3238,"Standard",2018,1,0,0
"4904",976695,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",75990,"Married","Nova",3238,"Standard",2016,8,0,0
"4905",991230,"Canada","Quebec","Montreal","H2Y4R4","Male","Bachelor",75990,"Married","Nova",3238,"Standard",2012,7,0,0
"4906",383842,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",82211,"Married","Nova",3238.93,"Standard",2017,10,0,0
"4907",459948,"Canada","Nova Scotia","Halifax","B3C2M8","Female","Bachelor",82211,"Married","Nova",3238.93,"Standard",2017,6,0,0
"4908",664054,"Canada","Ontario","Toronto","M2P4F6","Female","Doctor",123647,"Single","Nova",3239.12,"Standard",2016,12,0,0
"4909",730370,"Canada","British Columbia","Vancouver","V6E3D9","Male","College",0,"Divorced","Star",16963.84,"2018 Promotion",2018,4,0,0
"4910",248487,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",80853,"Married","Nova",3241.31,"Standard",2013,4,0,0
"4911",507486,"Canada","Ontario","Toronto","M2Z4K1","Male","Bachelor",80853,"Married","Nova",3241.31,"Standard",2012,5,0,0
"4912",385638,"Canada","Nova Scotia","Halifax","B3C2M8","Female","Bachelor",97176,"Divorced","Nova",3241.59,"Standard",2016,11,2017,7
"4913",662166,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",56567,"Single","Nova",3241.84,"Standard",2014,8,0,0
"4914",299573,"Canada","Ontario","Toronto","M8Y4K8","Female","Bachelor",84834,"Married","Nova",3242.04,"Standard",2015,10,2018,2
"4915",839422,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",84834,"Married","Nova",3242.04,"Standard",2018,6,0,0
"4916",250609,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",81741,"Divorced","Nova",3244.82,"Standard",2018,7,0,0
"4917",131673,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",65885,"Married","Nova",3245.33,"Standard",2016,12,0,0
"4918",728316,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",65885,"Married","Nova",3245.33,"Standard",2017,1,2017,9
"4919",983450,"Canada","Ontario","London","M5B3E4","Male","Bachelor",57951,"Married","Nova",3245.48,"Standard",2014,7,2015,7
"4920",530436,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",46663,"Married","Nova",3252.83,"Standard",2015,10,0,0
"4921",653340,"Canada","Quebec","Montreal","H2Y2W2","Male","Bachelor",46663,"Married","Nova",3252.83,"Standard",2014,3,0,0
"4922",105841,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",55130,"Married","Star",17420.57,"2018 Promotion",2018,3,0,0
"4923",745636,"Canada","Ontario","Toronto","M2M7K8","Male","College",0,"Married","Nova",3256.77,"Standard",2017,8,0,0
"4924",852597,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",70530,"Married","Nova",3259.89,"Standard",2014,11,0,0
"4925",418233,"Canada","Ontario","Toronto","P5S6R4","Male","College",0,"Married","Nova",3260.74,"Standard",2014,7,2016,3
"4926",491704,"Canada","British Columbia","Vancouver","V6E3D9","Male","College",0,"Married","Nova",3260.74,"Standard",2014,1,2014,9
"4927",724033,"Canada","Quebec","Hull","J8Y3Z5","Female","College",0,"Divorced","Nova",3261.02,"Standard",2017,2,0,0
"4928",130548,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",50800,"Divorced","Nova",3265.16,"Standard",2014,2,0,0
"4929",198813,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",50800,"Divorced","Nova",3265.16,"Standard",2012,10,0,0
"4930",270011,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",50800,"Divorced","Nova",3265.16,"Standard",2012,5,0,0
"4931",344990,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",50800,"Divorced","Nova",3265.16,"Standard",2016,6,0,0
"4932",369121,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",50800,"Divorced","Nova",3265.16,"Standard",2015,1,0,0
"4933",591758,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Bachelor",50800,"Divorced","Nova",3265.16,"Standard",2013,7,0,0
"4934",628320,"Canada","Yukon","Whitehorse","Y2K6R0","Male","Bachelor",50800,"Divorced","Nova",3265.16,"Standard",2012,7,0,0
"4935",741725,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",50800,"Divorced","Nova",3265.16,"Standard",2013,6,2017,6
"4936",562655,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",52929,"Single","Nova",3267.71,"Standard",2014,5,0,0
"4937",164973,"Canada","Quebec","Tremblant","H5Y2S9","Male","College",0,"Single","Nova",3268.32,"Standard",2017,5,0,0
"4938",394363,"Canada","New Brunswick","Fredericton","E3B2H2","Male","College",0,"Single","Nova",3268.32,"Standard",2018,8,0,0
"4939",577195,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",51034,"Married","Nova",3269.01,"Standard",2018,10,0,0
"4940",822653,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",51034,"Married","Nova",3269.01,"Standard",2012,8,0,0
"4941",317060,"Canada","Ontario","Trenton","K8V4B2","Male","College",0,"Married","Nova",3272.01,"Standard",2013,6,0,0
"4942",511302,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",93278,"Married","Nova",3274.04,"Standard",2014,8,0,0
"4943",682654,"Canada","Ontario","Toronto","M1R4K3","Female","Bachelor",55093,"Married","Nova",3274.19,"Standard",2014,2,2017,12
"4944",365635,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",82590,"Married","Nova",3275.16,"Standard",2012,7,0,0
"4945",616739,"Canada","Ontario","Toronto","M2Z4K1","Male","Bachelor",82590,"Married","Nova",3275.16,"Standard",2015,11,0,0
"4946",835760,"Canada","Alberta","Edmonton","T9G1W3","Female","Bachelor",83310,"Single","Nova",3278.53,"Standard",2012,6,0,0
"4947",777990,"Canada","British Columbia","Vancouver","V5R1W3","Female","College",0,"Single","Nova",3288.21,"Standard",2012,12,0,0
"4948",867833,"Canada","Ontario","Toronto","P1L8X8","Male","College",0,"Single","Nova",3288.21,"Standard",2013,6,0,0
"4949",245419,"Canada","British Columbia","Whistler","V6T1Y8","Female","College",0,"Single","Nova",3288.66,"Standard",2013,10,0,0
"4950",731819,"Canada","Quebec","Montreal","H2Y2W2","Male","College",0,"Single","Nova",3288.66,"Standard",2017,4,0,0
"4951",235220,"Canada","Ontario","Toronto","P1L8X8","Female","High School or Below",55648,"Single","Nova",3288.83,"Standard",2014,11,2015,7
"4952",296626,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",61248,"Single","Nova",3289.12,"Standard",2015,5,0,0
"4953",553954,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",61248,"Single","Nova",3289.12,"Standard",2013,8,0,0
"4954",108381,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",47966,"Married","Nova",3289.13,"Standard",2014,11,0,0
"4955",176284,"Canada","Alberta","Edmonton","T3G6Y6","Male","College",0,"Married","Nova",3289.55,"Standard",2016,9,0,0
"4956",510505,"Canada","Ontario","Toronto","M2M6J7","Male","College",0,"Married","Nova",3289.55,"Standard",2012,12,0,0
"4957",639258,"Canada","Quebec","Tremblant","H5Y2S9","Male","College",0,"Single","Nova",3293.25,"Standard",2017,8,0,0
"4958",446135,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",80286,"Single","Nova",3299.34,"Standard",2018,8,0,0
"4959",909068,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",57753,"Married","Star",19185.07,"2018 Promotion",2018,3,0,0
"4960",664666,"Canada","Ontario","Toronto","P1W1K4","Male","College",0,"Single","Nova",3300.68,"Standard",2013,3,0,0
"4961",654983,"Canada","Manitoba","Winnipeg","R2C0M5","Male","Bachelor",53409,"Single","Nova",3303.09,"Standard",2018,12,0,0
"4962",675243,"Canada","Quebec","Montreal","H2Y2W2","Male","Bachelor",53409,"Single","Nova",3303.09,"Standard",2016,2,0,0
"4963",825333,"Canada","Quebec","Quebec City","G1B3L5","Female","Master",114637,"Single","Nova",3304.76,"Standard",2017,12,0,0
"4964",685208,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",61746,"Single","Nova",3305.13,"Standard",2014,3,0,0
"4965",638740,"Canada","Alberta","Peace River","T9O2W2","Male","Bachelor",90298,"Divorced","Nova",3308,"Standard",2018,8,0,0
"4966",485486,"Canada","Ontario","Toronto","M2Z4K1","Female","Bachelor",84695,"Divorced","Nova",3309.12,"Standard",2013,10,2013,11
"4967",787571,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",84695,"Divorced","Nova",3309.12,"Standard",2016,10,2017,6
"4968",339941,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",94568,"Married","Nova",3309.25,"Standard",2014,11,0,0
"4969",539370,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",94568,"Married","Nova",3309.25,"Standard",2017,4,0,0
"4970",547213,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",47453,"Married","Nova",3311.16,"Standard",2013,1,0,0
"4971",722538,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",47453,"Married","Nova",3311.16,"Standard",2016,11,0,0
"4972",535436,"Canada","Quebec","Montreal","H4G3T4","Female","Doctor",267656,"Married","Nova",3312.18,"Standard",2016,3,0,0
"4973",885739,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Doctor",267656,"Married","Nova",3312.18,"Standard",2015,4,0,0
"4974",256467,"Canada","Ontario","Kingston","M9K2P4","Male","College",0,"Single","Nova",3312.25,"Standard",2013,11,2014,7
"4975",297379,"Canada","Ontario","Toronto","P1L8X8","Male","Bachelor",51141,"Married","Nova",3312.32,"Standard",2015,6,0,0
"4976",921899,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",51141,"Married","Nova",3312.32,"Standard",2013,9,0,0
"4977",511541,"Canada","Saskatchewan","Regina","S1J3C5","Female","Bachelor",61431,"Married","Nova",3313.01,"Standard",2017,8,0,0
"4978",122685,"Canada","Ontario","Toronto","P1W1K4","Female","Bachelor",78434,"Married","Nova",3314.55,"Standard",2016,10,0,0
"4979",401760,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",86160,"Married","Nova",3317.9,"Standard",2016,4,0,0
"4980",247514,"Canada","Ontario","Toronto","P1L8X8","Female","Bachelor",82509,"Single","Nova",3319.62,"Standard",2013,7,0,0
"4981",992028,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",82509,"Single","Nova",3319.62,"Standard",2012,9,0,0
"4982",782078,"Canada","Alberta","Edmonton","T9G1W3","Male","Bachelor",83429,"Married","Nova",3323.09,"Standard",2018,6,0,0
"4983",710005,"Canada","Quebec","Montreal","H4G3T4","Male","Doctor",81863,"Married","Nova",3323.86,"Standard",2016,7,0,0
"4984",231992,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",76119,"Married","Star",19896.42,"2018 Promotion",2018,3,0,0
"4985",838283,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",65526,"Married","Nova",3330.67,"Standard",2013,8,0,0
"4986",840008,"Canada","British Columbia","Whistler","V6T1Y8","Male","College",0,"Single","Star",19957.79,"2018 Promotion",2018,4,0,0
"4987",344669,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",85833,"Married","Nova",3331.45,"Standard",2018,8,0,0
"4988",128325,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Doctor",166533,"Married","Nova",3336.22,"Standard",2017,10,0,0
"4989",368073,"Canada","Quebec","Montreal","H2Y4R4","Female","Doctor",166533,"Married","Nova",3336.22,"Standard",2017,3,0,0
"4990",370979,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","Bachelor",63745,"Married","Nova",3337.59,"Standard",2016,3,2016,12
"4991",146400,"Canada","Quebec","Montreal","H4G3T4","Female","Bachelor",76256,"Married","Nova",3337.98,"Standard",2017,8,0,0
"4992",855394,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Bachelor",60314,"Single","Nova",3339.3,"Standard",2018,1,0,0
"4993",573964,"Canada","Ontario","Toronto","M1R4K3","Female","College",0,"Single","Nova",3339.76,"Standard",2016,7,0,0
"4994",369739,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",69249,"Married","Nova",3339.85,"Standard",2015,11,0,0
"4995",667262,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","College",0,"Single","Nova",3341.68,"Standard",2015,2,0,0
"4996",758656,"Canada","British Columbia","Vancouver","V6E3Z3","Female","College",0,"Married","Nova",3342.18,"Standard",2015,10,2017,6
"4997",286927,"Canada","Quebec","Hull","J8Y3Z5","Male","Bachelor",61758,"Divorced","Nova",3343.93,"Standard",2014,3,0,0
"4998",552278,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",59082,"Single","Nova",3347.03,"Standard",2016,3,0,0
"4999",632130,"Canada","Ontario","Toronto","P1L8X8","Male","Bachelor",59082,"Single","Nova",3347.03,"Standard",2012,8,0,0
"5000",645635,"Canada","Nova Scotia","Halifax","B3J9S2","Male","Bachelor",89051,"Married","Nova",3349.64,"Standard",2013,1,2015,12
"5001",789624,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",86620,"Single","Nova",3350.24,"Standard",2013,2,0,0
"5002",706497,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",100980,"Married","Nova",3350.69,"Standard",2014,3,0,0
"5003",963487,"Canada","Newfoundland","St. John's","A1C6H9","Female","Bachelor",100980,"Married","Nova",3350.69,"Standard",2016,10,0,0
"5004",343247,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",53244,"Single","Nova",3351.57,"Standard",2018,6,0,0
"5005",657748,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",53244,"Single","Nova",3351.57,"Standard",2016,4,0,0
"5006",186295,"Canada","Newfoundland","St. John's","A1C6H9","Female","Bachelor",72416,"Married","Nova",3352.94,"Standard",2014,6,0,0
"5007",112733,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",78298,"Married","Nova",3353.38,"Standard",2013,1,0,0
"5008",781647,"Canada","Quebec","Montreal","H2T2J6","Male","Bachelor",78298,"Married","Nova",3353.38,"Standard",2013,1,0,0
"5009",157771,"Canada","Saskatchewan","Regina","S1J3C5","Female","Bachelor",66038,"Married","Nova",3355.53,"Standard",2015,12,2017,5
"5010",103860,"Canada","Ontario","Thunder Bay","K8T5M5","Male","Bachelor",75348,"Married","Nova",3358.53,"Standard",2014,5,0,0
"5011",245671,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","Bachelor",88478,"Married","Nova",3358.66,"Standard",2014,1,2014,9
"5012",538341,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",88478,"Married","Nova",3358.66,"Standard",2014,7,0,0
"5013",672255,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",103308,"Married","Nova",3359.24,"Standard",2018,9,0,0
"5014",991529,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Bachelor",103308,"Married","Nova",3359.24,"Standard",2012,10,0,0
"5015",363178,"Canada","Quebec","Montreal","H4G3T4","Female","High School or Below",53586,"Single","Nova",3359.29,"Standard",2016,11,2017,7
"5016",974189,"Canada","New Brunswick","Fredericton","E3B2H2","Male","High School or Below",53586,"Single","Nova",3359.29,"Standard",2012,12,0,0
"5017",529471,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",86946,"Married","Nova",3360.27,"Standard",2018,5,0,0
"5018",558511,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",67882,"Married","Star",20096.89,"2018 Promotion",2018,3,0,0
"5019",874984,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",0,"Single","Nova",3362.55,"Standard",2015,7,0,0
"5020",170079,"Canada","Manitoba","Winnipeg","R6Y4T5","Male","College",0,"Single","Nova",3362.67,"Standard",2013,1,0,0
"5021",405030,"Canada","Quebec","Montreal","H3T8L4","Female","College",0,"Single","Nova",3362.67,"Standard",2012,6,0,0
"5022",467401,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",90548,"Married","Nova",3363,"Standard",2017,12,0,0
"5023",989528,"Canada","Quebec","Montreal","H2T2J6","Female","College",0,"Divorced","Nova",3370.07,"Standard",2017,5,0,0
"5024",803656,"Canada","Ontario","Thunder Bay","K8T5M5","Female","College",0,"Single","Nova",3371.53,"Standard",2017,11,0,0
"5025",495148,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",95341,"Single","Nova",3371.86,"Standard",2015,9,0,0
"5026",810668,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",82037,"Married","Star",26200.83,"2018 Promotion",2018,2,0,0
"5027",323660,"Canada","British Columbia","Vancouver","V1E4R6","Female","Bachelor",76947,"Married","Star",37111.66,"2018 Promotion",2018,2,0,0
"5028",286551,"Canada","Ontario","London","M5B3E4","Male","Bachelor",74428,"Divorced","Nova",3380.71,"Standard",2013,1,0,0
"5029",123908,"Canada","Quebec","Quebec City","G1B3L5","Male","College",0,"Single","Nova",3383.45,"Standard",2012,11,0,0
"5030",289472,"Canada","Saskatchewan","Regina","S1J3C5","Female","Bachelor",81116,"Divorced","Nova",3386.19,"Standard",2017,4,0,0
"5031",532419,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",35424,"Single","Star",38496.95,"2018 Promotion",2018,2,0,0
"5032",803956,"Canada","Manitoba","Winnipeg","R6Y4T5","Male","College",0,"Married","Nova",3386.53,"Standard",2016,5,0,0
"5033",608850,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",85521,"Married","Nova",3387.2,"Standard",2015,3,0,0
"5034",788091,"Canada","Ontario","Toronto","M2Z4K1","Male","Bachelor",85521,"Married","Nova",3387.2,"Standard",2013,10,0,0
"5035",110030,"Canada","Quebec","Montreal","H2T2J6","Male","Bachelor",48851,"Married","Nova",3387.78,"Standard",2016,8,2017,8
"5036",307136,"Canada","British Columbia","Victoria","V106T5","Female","Bachelor",48851,"Married","Nova",3387.78,"Standard",2018,7,0,0
"5037",277025,"Canada","British Columbia","Kelowna","V092E9","Female","Bachelor",92957,"Married","Nova",3394.72,"Standard",2017,1,2017,9
"5038",484894,"Canada","Ontario","Toronto","M8Y4K8","Female","Bachelor",92957,"Married","Nova",3394.72,"Standard",2012,5,0,0
"5039",252476,"Canada","British Columbia","Vancouver","V6E3D9","Male","College",0,"Married","Nova",3398.01,"Standard",2016,12,0,0
"5040",512071,"Canada","Quebec","Montreal","H2T2J6","Female","College",0,"Single","Nova",3398.05,"Standard",2013,11,0,0
"5041",789004,"Canada","Ontario","Toronto","P2T6G3","Male","Bachelor",62620,"Divorced","Nova",3401.88,"Standard",2015,3,0,0
"5042",948325,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",62620,"Divorced","Nova",3401.88,"Standard",2017,4,0,0
"5043",210416,"Canada","British Columbia","Vancouver","V6E3D9","Male","College",0,"Single","Nova",3402.39,"Standard",2013,6,0,0
"5044",349153,"Canada","Ontario","Toronto","P2T6G3","Female","College",0,"Single","Nova",3402.39,"Standard",2013,7,0,0
"5045",855351,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",73930,"Married","Nova",3402.78,"Standard",2013,2,2013,10
"5046",328213,"Canada","Ontario","Toronto","P1W1K4","Male","Bachelor",60050,"Divorced","Nova",3403.92,"Standard",2013,9,0,0
"5047",554104,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",60050,"Divorced","Nova",3403.92,"Standard",2015,6,0,0
"5048",260622,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",94122,"Married","Nova",3409.68,"Standard",2012,11,0,0
"5049",692671,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",75564,"Married","Nova",3410.2,"Standard",2012,12,0,0
"5050",725807,"Canada","Quebec","Montreal","H2Y2W2","Male","Bachelor",75564,"Married","Nova",3410.2,"Standard",2016,9,0,0
"5051",308991,"Canada","Quebec","Montreal","H2T2J6","Male","High School or Below",56303,"Married","Nova",3413.62,"Standard",2015,8,0,0
"5052",330365,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","High School or Below",56303,"Married","Nova",3413.62,"Standard",2014,7,0,0
"5053",873488,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",63025,"Divorced","Nova",3417.2,"Standard",2012,8,0,0
"5054",126181,"Canada","Saskatchewan","Regina","S6J3G0","Male","Bachelor",84929,"Married","Nova",3417.95,"Standard",2014,4,2016,7
"5055",278898,"Canada","British Columbia","Vancouver","V1E4R6","Female","Bachelor",61376,"Married","Nova",3419.11,"Standard",2017,3,2018,10
"5056",597209,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Master",75327,"Married","Nova",3420.66,"Standard",2013,11,2018,7
"5057",560104,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",104947,"Single","Nova",3423.82,"Standard",2018,5,0,0
"5058",941064,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Doctor",299662,"Married","Nova",3423.97,"Standard",2013,4,0,0
"5059",347466,"Canada","Ontario","Kingston","M9K2P4","Male","Bachelor",74963,"Single","Nova",3427.15,"Standard",2014,1,0,0
"5060",448654,"Canada","Yukon","Whitehorse","Y2K6R0","Male","Bachelor",74963,"Single","Nova",3427.15,"Standard",2016,12,0,0
"5061",423432,"Canada","New Brunswick","Moncton","E1A2A7","Female","Bachelor",71669,"Married","Nova",3430.32,"Standard",2016,5,0,0
"5062",936088,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",54297,"Married","Star",4198.03,"2018 Promotion",2018,2,0,0
"5063",395168,"Canada","New Brunswick","Moncton","E1A2A7","Male","College",0,"Married","Nova",3432.96,"Standard",2017,8,0,0
"5064",464799,"Canada","Quebec","Tremblant","H5Y2S9","Female","College",0,"Married","Nova",3432.96,"Standard",2017,8,0,0
"5065",901002,"Canada","Manitoba","Winnipeg","R2C0M5","Male","College",0,"Divorced","Star",4540.99,"2018 Promotion",2018,2,0,0
"5066",810338,"Canada","Alberta","Edmonton","T9G1W3","Female","Bachelor",78993,"Married","Nova",3435.25,"Standard",2012,7,0,0
"5067",998192,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",72026,"Single","Aurora",4997.78,"2018 Promotion",2018,4,0,0
"5068",349001,"Canada","Alberta","Edmonton","T9G1W3","Female","Bachelor",54457,"Divorced","Nova",3436.13,"Standard",2015,4,0,0
"5069",748649,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",54457,"Divorced","Nova",3436.13,"Standard",2016,3,0,0
"5070",815248,"Canada","Ontario","Toronto","M2P4F6","Male","Bachelor",54457,"Divorced","Nova",3436.13,"Standard",2016,9,2017,5
"5071",963814,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",54457,"Divorced","Nova",3436.13,"Standard",2013,11,0,0
"5072",999498,"Canada","Quebec","Montreal","H4G3T4","Male","Bachelor",54457,"Divorced","Nova",3436.13,"Standard",2017,2,0,0
"5073",870857,"Canada","Quebec","Tremblant","H5Y2S9","Female","Bachelor",54231,"Single","Nova",3436.45,"Standard",2012,8,0,0
"5074",640588,"Canada","Ontario","Kingston","M9K2P4","Female","Bachelor",72819,"Married","Nova",3438.95,"Standard",2017,6,0,0
"5075",310853,"Canada","Ontario","Toronto","P2T6G3","Female","Bachelor",103822,"Married","Nova",3439.09,"Standard",2012,7,0,0
"5076",579710,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",103822,"Married","Nova",3439.09,"Standard",2017,6,0,0
"5077",426533,"Canada","Ontario","Ottawa","K1F2R2","Male","High School or Below",52132,"Married","Nova",3443.3,"Standard",2017,5,0,0
"5078",309277,"Canada","Quebec","Montreal","H4G3T4","Female","College",0,"Married","Nova",3444.17,"Standard",2015,1,0,0
"5079",850092,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","College",0,"Married","Nova",3444.97,"Standard",2017,5,0,0
"5080",611046,"Canada","Quebec","Quebec City","G1B3L5","Female","College",0,"Divorced","Nova",3445.86,"Standard",2017,10,2018,6
"5081",921191,"Canada","Nova Scotia","Halifax","B3C2M8","Female","College",0,"Divorced","Nova",3445.86,"Standard",2018,8,0,0
"5082",218277,"Canada","Quebec","Montreal","H2T9K8","Male","High School or Below",71344,"Divorced","Nova",3449.49,"Standard",2016,5,0,0
"5083",232703,"Canada","British Columbia","Whistler","V6T1Y8","Female","High School or Below",71344,"Divorced","Nova",3449.49,"Standard",2012,10,0,0
"5084",559261,"Canada","Ontario","Thunder Bay","K8T5M5","Male","Bachelor",81726,"Single","Nova",3450.07,"Standard",2017,9,2018,5
"5085",987425,"Canada","Ontario","London","M5B3E4","Male","Bachelor",60626,"Married","Nova",3450.33,"Standard",2014,12,0,0
"5086",553453,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",0,"Divorced","Nova",3451.1,"Standard",2014,10,0,0
"5087",738467,"Canada","Ontario","Toronto","P1W1K4","Male","College",0,"Divorced","Nova",3451.1,"Standard",2013,11,0,0
"5088",862096,"Canada","Ontario","Sudbury","M5V1G5","Female","Bachelor",65281,"Married","Nova",3451.25,"Standard",2016,5,0,0
"5089",420738,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",80036,"Married","Nova",3452.41,"Standard",2013,12,0,0
"5090",106978,"Canada","Quebec","Montreal","H2Y4R4","Female","Bachelor",81959,"Divorced","Nova",3455.23,"Standard",2012,12,0,0
"5091",985183,"Canada","British Columbia","Kelowna","V092E9","Male","College",0,"Married","Nova",3457.15,"Standard",2014,12,0,0
"5092",224740,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",103005,"Married","Nova",3459.04,"Standard",2012,9,0,0
"5093",440885,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",103005,"Married","Nova",3459.04,"Standard",2016,4,0,0
"5094",590246,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","College",0,"Married","Nova",3459.23,"Standard",2014,1,0,0
"5095",497030,"Canada","British Columbia","Vancouver","V1E4R6","Female","College",0,"Married","Nova",3460.12,"Standard",2014,1,2014,3
"5096",519984,"Canada","Ontario","Toronto","P1J8T7","Female","College",0,"Married","Nova",3460.12,"Standard",2016,9,0,0
"5097",215751,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Doctor",100861,"Married","Nova",3460.67,"Standard",2016,2,2016,10
"5098",281777,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",72897,"Married","Aurora",5638.26,"2018 Promotion",2018,4,0,0
"5099",413815,"Canada","Ontario","Ottawa","K1F2R2","Female","Bachelor",67575,"Single","Nova",3465.53,"Standard",2012,10,0,0
"5100",499658,"Canada","British Columbia","Vancouver","V5R1W3","Female","College",0,"Single","Nova",3467.32,"Standard",2016,8,0,0
"5101",213723,"Canada","Ontario","Kingston","M9K2P4","Female","Bachelor",55845,"Married","Nova",3469.84,"Standard",2016,5,0,0
