"loyalty_number","total_months","total_years","total_flights","distance","points_accumulated","points_redeemed","dollar_cost_points_redeemed","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month","churned","log_dollar_cost_points_redeemed","log_points_accumulated","log_points_redeemed","log_distance","log_salary","log_clv","sqrt_total_flights"
192355,24,2,37,57605,57605,901,163,"Canada","Manitoba","Winnipeg","R3R3T4","Female","Bachelor",55502,"Married","Aurora",9800.34,"Standard",2016,6,0,0,0,5.0998664278242,10.9613820079257,6.80461452006262,10.9613820079257,10.9241923523277,9.1902743900052,1.9072456998841
192405,24,2,52,72587,72587,706,127,"Canada","Quebec","Montreal","H4G3T4","Male","Bachelor",58127,"Divorced","Star",5043.8,"Standard",2013,4,0,0,0,4.85203026391962,11.1925548978949,6.56103066589657,11.1925548978949,10.970402754461,8.5261132887908,1.99255913677665
192543,24,2,46,56750,56750,3325,598,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",82415,"Married","Star",2287.92,"Standard",2015,5,0,0,0,6.39526159811545,10.9464285563338,8.10952565975287,10.9464285563338,11.3195348718054,7.73583536958209,1.96217929907286
192600,24,2,27,40145,40145,1001,180,"Canada","Ontario","Toronto","M2M7K8","Female","Bachelor",78636,"Married","Star",2472.47,"Standard",2014,11,0,0,0,5.19849703126583,10.6002780880109,6.90975328164481,10.6002780880109,11.2725976055685,7.81337730203145,1.82543269122014
192685,24,2,35,53947,53947,1622,292,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",77705,"Single","Nova",8246.83,"Standard",2014,4,0,0,0,5.68017260901707,10.8957758986367,7.39203156751459,10.8957758986367,11.2606877534516,9.01770541442716,1.89301847282485
192691,24,2,44,61939,61939,1933,348,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",89853,"Married","Star",3821.82,"Standard",2016,4,0,0,0,5.85507192220243,11.0339214535272,7.56734567601324,11.0339214535272,11.405941409863,8.24874364914563,1.95106701314187
192772,24,2,0,0,0,0,0,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",85944,"Married","Nova",2935.99,"Standard",2012,11,0,0,0,0,0,0,0,11.3614628357623,7.98514052635796,0
192994,24,2,56,88282,88282,1307,235,"Canada","Alberta","Banff","T4V1D4","Male","High School or Below",63422,"Married","Aurora",13171.01,"Standard",2014,3,0,0,0,5.46383180502561,11.3883028425753,7.17625453201714,11.3883028425753,11.0575818506632,9.48584940268212,2.01073401220414
193020,11,1,38,63206,94809,0,0,"Canada","British Columbia","Victoria","V106T5","Male","Bachelor",58844,"Married","Aurora",7356.01,"2018 Promotion",2018,4,0,0,0,0,11.459630167912,0,11.0541703334952,10.9826621473118,8.90340887918103,1.91404327174953
193037,24,2,23,43677,43677,996,180,"Canada","Saskatchewan","Regina","S6J3G0","Male","Bachelor",98473,"Single","Star",7779.59,"Standard",2018,1,0,0,0,5.19849703126583,10.6845998218247,6.90475076996184,10.6845998218247,11.4975478329259,8.95938744977265,1.78270968762386
193150,24,2,43,67517,67517,995,179,"Canada","Ontario","Toronto","P2T6G3","Male","Bachelor",91592,"Married","Nova",2880.35,"Standard",2016,7,0,0,0,5.19295685089021,11.1201495079781,6.9037472575846,11.1201495079781,11.4251101285282,7.96601421330103,1.94529936871379
193212,24,2,37,47754,47754,1239,224,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",104525,"Single","Star",5816.71,"Standard",2017,1,0,0,0,5.41610040220442,10.7738390524688,7.12286665859908,10.7738390524688,11.5571911232682,8.66866199250516,1.9072456998841
193519,11,1,56,78784,118176,0,0,"Canada","Quebec","Montreal","H3T8L4","Female","Bachelor",24287,"Divorced","Aurora",33473.35,"2018 Promotion",2018,3,0,0,0,0,11.6799387795715,0,11.2744779023961,10.0977376801954,10.4185347528951,2.01073401220414
193564,24,2,41,46434,46434,1149,206,"Canada","Ontario","Toronto","M1R4K3","Male","Bachelor",104968,"Married","Star",8819.02,"Standard",2015,1,0,0,0,5.33271879326537,10.7458087642101,7.0475172213573,10.7458087642101,11.5614203474531,9.08477941657196,1.93330536084794
193662,24,2,86,138596,138596,1222,220,"Canada","Yukon","Whitehorse","Y2K6R0","Male","Bachelor",51124,"Married","Star",3844.57,"Standard",2012,5,0,0,0,5.39816270151775,11.839325720482,7.10906213568717,11.839325720482,10.8420288933451,8.25467711542596,2.11326953289319
193665,24,2,36,58384,58384,400,72,"Canada","Quebec","Hull","J8Y3Z5","Female","Bachelor",57622,"Married","Nova",5179.89,"Standard",2017,7,0,0,0,4.29045944114839,10.9748142865098,5.99396142730657,10.9748142865098,10.9616770725383,8.55273213516689,1.90024154060588
193722,24,2,42,62339,62339,645,116,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",59598,"Divorced","Star",3624.9,"Standard",2017,1,0,0,0,4.76217393479776,11.0403585533213,6.4707995037826,11.0403585533213,10.9953940743892,8.19585781233549,1.93938137448351
193747,24,2,45,51963,51963,1476,267,"Canada","Ontario","Toronto","M8Y4K8","Male","Bachelor",95431,"Married","Star",8157.93,"Standard",2015,12,0,0,0,5.59098698051086,10.8583064501156,7.29776828253138,10.8583064501156,11.4661692309618,9.00686831190922,1.95669144130829
193775,24,2,35,67465,67465,1046,188,"Canada","Ontario","Toronto","P2T6G3","Male","Bachelor",85447,"Married","Star",5639.94,"Standard",2017,3,0,0,0,5.24174701505964,11.1193790462556,6.95368421087054,11.1193790462556,11.3556632827695,8.63780599727142,1.89301847282485
193781,24,2,46,71826,71826,1511,271,"Canada","Alberta","Peace River","T9O2W2","Female","High School or Below",53005,"Single","Star",2272.34,"Standard",2014,8,0,0,0,5.605802066296,11.1820157289175,7.32118855673948,11.1820157289175,10.8781603936739,7.72900539471642,1.96217929907286
193824,24,2,39,54830,54830,1552,279,"Canada","Quebec","Montreal","H2T9K8","Female","High School or Below",39426,"Married","Star",2620.6,"Standard",2015,3,0,0,0,5.63478960316925,10.9120110064226,7.34794382314869,10.9120110064226,10.5822061397773,7.8715400973846,1.92064558263984
193928,24,2,42,66614,66614,1763,317,"Canada","Ontario","Toronto","P1W1K4","Male","Doctor",152955,"Married","Nova",3954.34,"Standard",2015,12,0,0,0,5.76205138278018,11.1066850563943,7.47533923656674,11.1066850563943,11.9379055773157,8.28282184363701,1.93938137448351
193946,24,2,3,6096,6096,0,0,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",99256,"Married","Star",2562.6,"Standard",2018,11,0,0,0,0,8.71555212590782,0,8.71555212590782,11.5054677250296,7.84916779963007,1.17741002251547
194009,24,2,25,40979,40979,0,0,"Canada","Ontario","Toronto","M1R4K3","Female","Bachelor",104352,"Married","Aurora",9027.87,"Standard",2013,10,0,0,0,0,10.6208394217929,0,10.6208394217929,11.5555346614931,9.1081825001531,1.80501981651767
194065,11,1,0,0,0,0,0,"Canada","Ontario","Sudbury","M5V1G5","Female","Bachelor",31911,"Married","Nova",2888.85,"2018 Promotion",2018,2,0,0,0,0,0,0,0,10.3707373935852,7.96895987664528,0
194200,24,2,25,37817,37817,2372,427,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",86467,"Married","Nova",5427.48,"Standard",2015,3,0,0,0,6.0591231955818,10.5405404587412,7.77191025643576,10.5405404587412,11.3675296822779,8.59941444740612,1.80501981651767
194254,24,2,32,49981,49981,539,97,"Canada","Ontario","Toronto","P5S6R4","Female","Bachelor",92097,"Married","Nova",5680.28,"Standard",2013,3,0,0,0,4.58496747867057,10.8194182195947,6.29156913955832,10.8194182195947,11.430608506481,8.6449318384399,1.86989506696672
194297,24,2,46,64929,64929,414,75,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",71562,"Married","Star",14014.72,"Standard",2014,12,0,0,0,4.33073334028633,11.0810650455025,6.0282785202307,11.0810650455025,11.1783334596059,9.54793483580768,1.96217929907286
194394,24,2,37,50781,50781,398,72,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",66971,"Married","Star",2476.48,"Standard",2015,1,0,0,0,4.29045944114839,10.835297240068,5.98896141688986,10.835297240068,11.1120299005764,7.81499719351767,1.9072456998841
194480,24,2,11,13912,13912,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",48579,"Married","Aurora",19338.53,"Standard",2018,6,0,0,0,0,9.54057893384188,0,9.54057893384188,10.7909672025562,9.86990646674715,1.57635866787606
194482,24,2,29,48995,48995,2625,473,"Canada","Alberta","Edmonton","T9G1W3","Female","Bachelor",73945,"Single","Nova",12157.33,"Standard",2016,11,0,0,0,6.16120732169508,10.7994939411076,7.87321705486274,10.7994939411076,11.2110903760742,9.40576981056246,1.84423354856758
194493,24,2,46,67407,67407,655,118,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",61100,"Married","Nova",19253.03,"Standard",2016,5,0,0,0,4.77912349311153,11.1185189842188,6.48616078894409,11.1185189842188,11.0202835116379,9.86547566845449,1.96217929907286
194657,24,2,18,25701,25701,0,0,"Canada","Ontario","Toronto","M8Y4K8","Male","Bachelor",65526,"Married","Star",3330.67,"Standard",2018,6,0,0,0,0,10.1543240888671,0,10.1543240888671,11.0902175504271,8.11122895876614,1.71593676432625
194694,24,2,31,48834,48834,1108,199,"Canada","British Columbia","Vancouver","V1E4R6","Female","Bachelor",61288,"Single","Nova",7227.12,"Standard",2014,2,0,0,0,5.29831736654804,10.7962025478816,7.01121398735037,10.7962025478816,11.0233556604713,8.88573425367724,1.86164870552952
194709,24,2,34,44312,44312,501,90,"Canada","Alberta","Edmonton","T3G6Y6","Male","Bachelor",85514,"Married","Star",9217.13,"Standard",2015,2,0,0,0,4.51085950651685,10.6990333667087,6.21860011969173,10.6990333667087,11.3564470781338,9.12892747602328,1.88556306218843
194722,24,2,34,43459,43459,688,124,"Canada","Saskatchewan","Regina","S6J3G0","Female","Bachelor",64630,"Single","Aurora",23331.83,"Standard",2016,5,0,0,0,4.8283137373023,10.6795962538104,6.53524127101366,10.6795962538104,11.0764494508279,10.0576166607021,1.88556306218843
194737,24,2,26,44317,44317,0,0,"Canada","Ontario","Ottawa","K1F2R2","Female","High School or Below",71630,"Married","Star",11638.9,"Standard",2017,10,0,0,0,0,10.6991461940492,0,10.6991461940492,11.1792832201421,9.36219413018323,1.81544398591759
194758,24,2,29,43955,43955,835,150,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",91621,"Married","Star",2725.19,"Standard",2017,4,0,0,0,5.01727983681492,10.6909444125668,6.7286286130847,10.6909444125668,11.4254266964974,7.91066030902056,1.84423354856758
194762,24,2,0,0,0,0,0,"Canada","Manitoba","Winnipeg","R2C0M5","Male","Bachelor",56224,"Married","Nova",11160.08,"Standard",2012,9,0,0,0,0,0,0,0,10.9371167768275,9.32018800544653,0
194786,24,2,51,70852,70852,1150,207,"Canada","Newfoundland","St. John's","A1C6H9","Male","Bachelor",68454,"Married","Star",19363.53,"Standard",2016,1,0,0,0,5.33753807970132,11.1683625872005,7.04838640872188,11.1683625872005,11.1339318740679,9.87119832106304,1.98777355817543
194859,11,1,36,65560,98340,354,64,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","High School or Below",82703,"Married","Star",3440.36,"2018 Promotion",2018,4,0,0,0,4.17438726989564,11.4961963097163,5.87211778947542,11.0907362859446,11.3230232474358,8.14362202107489,1.90024154060588
194886,24,2,46,65680,65680,997,179,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",77950,"Married","Aurora",15558.44,"Standard",2015,10,0,0,0,5.19295685089021,11.0925649693454,6.90575327631146,11.0925649693454,11.26383570314,9.65242280736751,1.96217929907286
194959,24,2,38,67155,67155,0,0,"Canada","Ontario","Toronto","P1L8X8","Female","Bachelor",52655,"Divorced","Star",4590.81,"Standard",2014,10,0,0,0,0,11.1147735501563,0,11.1147735501563,10.8715354711831,8.43202956083676,1.91404327174953
195069,24,2,2,4254,4254,0,0,"Canada","New Brunswick","Moncton","E1A2A7","Female","Bachelor",73447,"Divorced","Star",3572.49,"Standard",2018,10,0,0,0,0,8.35585004100747,0,8.35585004100747,11.2043329518235,8.18129798827918,1.0481470739682
195131,24,2,0,0,0,0,0,"Canada","Ontario","Toronto","P1J8T7","Female","High School or Below",80919,"Single","Star",2453.57,"Standard",2013,5,2014,9,1,0,0,0,0,11.3012162912817,7.8057068721381,0
195137,24,2,41,51861,51861,693,125,"Canada","Saskatchewan","Regina","S6J3G0","Female","High School or Below",80919,"Single","Star",2453.57,"Standard",2017,7,0,0,0,4.83628190695148,10.8563416237173,6.5424719605068,10.8563416237173,11.3012162912817,7.8057068721381,1.93330536084794
195150,11,1,72,101756,152634,389,70,"Canada","Quebec","Montreal","H3T8L4","Female","Bachelor",50170,"Married","Nova",3576.71,"2018 Promotion",2018,2,0,0,0,4.26267987704132,11.9358047293322,5.96614673912369,11.5303428970073,10.8231924495101,8.18247820991746,2.07134242488981
195368,24,2,43,69317,69317,338,61,"Canada","Ontario","Toronto","M8Y4K8","Female","Bachelor",103430,"Married","Aurora",5352.19,"Standard",2016,1,0,0,0,4.12713438504509,11.1464598917111,5.82600010738045,11.1464598917111,11.5466600026999,8.58544792387893,1.94529936871379
195419,24,2,32,50248,50248,0,0,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",51165,"Married","Nova",3785.75,"Standard",2013,7,0,0,0,0,10.8247459252258,0,10.8247459252258,10.8428305279404,8.23926341040714,1.86989506696672
195594,24,2,55,95128,95128,460,83,"Canada","Yukon","Whitehorse","Y2K6R0","Female","Bachelor",88792,"Married","Star",3985.4,"Standard",2012,5,0,0,0,4.43081679884331,11.4629891442142,6.13339804299665,11.4629891442142,11.3940630970443,8.29064384696719,2.00632791206601
195684,24,2,14,23759,23759,1297,234,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",74353,"Single","Aurora",9332.49,"Standard",2017,10,0,0,0,5.45958551414416,10.0757587734766,7.16857989726403,10.0757587734766,11.2165927500377,9.14136428606264,1.64561544751567
195806,24,2,41,65469,65469,1157,208,"Canada","Ontario","Toronto","P1W1K4","Female","Bachelor",80543,"Married","Star",8581.64,"Standard",2012,12,0,0,0,5.34233425196481,11.0893473014351,7.05444965813294,11.0893473014351,11.296558897935,9.05749683746213,1.93330536084794
195848,24,2,40,50009,50009,0,0,"Canada","Ontario","Toronto","M1R4K3","Female","Bachelor",84454,"Single","Aurora",5592.16,"Standard",2014,7,0,0,0,0,10.8199782644129,0,10.8199782644129,11.3439741271144,8.62929970159997,1.92706306765095
195895,11,1,62,82403,123604.5,585,105,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",86920,"Single","Nova",3038.83,"2018 Promotion",2018,4,0,0,0,4.66343909411207,11.7248503213976,6.37331978957701,11.3193892584087,11.3727549391362,8.019556871784,2.03546916616085
195960,24,2,49,77381,77381,501,90,"Canada","Ontario","Toronto","M2Z4K1","Female","Bachelor",98015,"Single","Aurora",13742.54,"Standard",2013,7,0,0,0,4.51085950651685,11.2565094743924,6.21860011969173,11.2565094743924,11.4928860096325,9.52832417451376,1.97788346608898
195994,11,1,93,116217,174325.5,791,142,"Canada","British Columbia","Victoria","V106T5","Male","Bachelor",64373,"Married","Star",6366.23,"2018 Promotion",2018,3,0,0,0,4.96284463025991,12.06868525667,6.67456139181443,11.663223016739,11.0724651038648,8.75891980312773,2.13150059401118
196016,24,2,51,82200,82200,922,166,"Canada","Nova Scotia","Halifax","B3J9S2","Female","Bachelor",100185,"Married","Nova",3713.8,"Standard",2012,11,0,0,0,5.11799381241676,11.3169227464204,6.82762923450285,11.3169227464204,11.5147837373122,8.22008011990185,1.98777355817543
196096,24,2,5,9670,9670,0,0,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",73136,"Divorced","Nova",35203.57,"Standard",2018,1,2018,3,1,0,9.17688699571696,0,9.17688699571696,11.2000896736349,10.4689311827045,1.33856619904585
196202,24,2,35,62360,62360,1245,224,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",97241,"Married","Aurora",7443.83,"Standard",2017,8,0,0,0,5.41610040220442,11.0406953589636,7.1276936993474,11.0406953589636,11.4849579958862,8.91527511074055,1.89301847282485
196240,24,2,36,58572,58572,530,95,"Canada","Ontario","Toronto","M1R4K3","Female","Bachelor",93601,"Single","Nova",13117.52,"Standard",2015,4,0,0,0,4.56434819146784,10.9780291185336,6.27476202124194,10.9780291185336,11.4468070297588,9.48178025125708,1.90024154060588
196367,24,2,44,70037,70037,1344,242,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",96481,"Married","Nova",3095.18,"Standard",2013,10,0,0,0,5.49306144334055,11.1567932308807,7.20414929203594,11.1567932308807,11.4771117414311,8.03792437255446,1.95106701314187
196442,24,2,37,63652,63652,786,141,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",47670,"Single","Nova",3733.03,"Standard",2012,8,0,0,0,4.95582705760126,11.0612017356321,6.6682282484174,11.0612017356321,10.7720785255329,8.22524335834899,1.9072456998841
196467,24,2,35,54128,54128,1365,246,"Canada","Ontario","Toronto","M2M7K8","Female","Bachelor",100395,"Married","Nova",3763.64,"Standard",2017,6,0,0,0,5.50938833662798,10.8991253655764,7.21964204013074,10.8991253655764,11.5168776448087,8.23340751813247,1.89301847282485
196514,24,2,31,47658,47658,1132,204,"Canada","British Columbia","Victoria","V106T5","Female","Bachelor",76452,"Married","Star",7289.3,"Standard",2015,7,0,0,0,5.32300997913841,10.7718267684771,7.03262426102801,10.7718267684771,11.2444314519215,8.89429997641935,1.86164870552952
196583,24,2,44,52385,52385,522,94,"Canada","Ontario","Toronto","P2T6G3","Male","Bachelor",60366,"Single","Nova",2779.85,"Standard",2013,1,0,0,0,4.55387689160054,10.8663946590389,6.25958146406492,10.8663946590389,11.0081978769993,7.93051191534671,1.95106701314187
196757,24,2,0,0,0,0,0,"Canada","Ontario","Trenton","K8V4B2","Male","High School or Below",48025,"Married","Aurora",25626.71,"Standard",2015,9,2016,2,1,0,0,0,0,10.7794978099083,10.1514294669465,0
196779,24,2,35,44677,44677,1357,244,"Canada","Ontario","Ottawa","K1G4Z0","Male","Bachelor",64015,"Single","Aurora",5363.53,"Standard",2017,1,0,0,0,5.50125821054473,10.7072364894239,7.21376830811864,10.7072364894239,11.066888331097,8.58756404638105,1.89301847282485
196798,24,2,49,73654,73654,636,114,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",85577,"Married","Star",4307.42,"Standard",2013,12,2018,8,1,4.74493212836325,11.207147308249,6.45676965557216,11.207147308249,11.3571835197515,8.36832652656035,1.97788346608898
196845,24,2,40,62524,62524,1743,314,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",68261,"Single","Star",7757.92,"Standard",2014,8,0,0,0,5.75257263882563,11.0433217557458,7.46393660446893,11.0433217557458,11.1311085217678,8.95659842823376,1.92706306765095
196892,24,2,34,42632,42632,0,0,"Canada","Quebec","Tremblant","H5Y2S9","Female","Bachelor",51645,"Married","Nova",5809.26,"Standard",2015,2,0,0,0,0,10.66038388026,0,10.66038388026,10.8521680272119,8.66738059927498,1.88556306218843
196905,24,2,39,59675,59675,1213,218,"Canada","Quebec","Tremblant","H5Y2S9","Female","Bachelor",75462,"Married","Star",7153.67,"Standard",2014,4,0,0,0,5.3890717298165,10.9966852085027,7.10167597161944,10.9966852085027,11.2313977488903,8.87552056933363,1.92064558263984
196992,24,2,36,61715,61715,1077,194,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",75899,"Married","Nova",14510.75,"Standard",2014,12,0,0,0,5.27299955856375,11.0302984955629,6.98286275146894,11.0302984955629,11.2371719633837,9.58271394508415,1.90024154060588
197062,24,2,11,20215,20215,326,59,"Canada","Ontario","Toronto","M1R4K3","Male","Bachelor",69334,"Married","Nova",5710.33,"Standard",2018,6,0,0,0,4.0943445622221,9.91422964906803,5.78996017089725,9.91422964906803,11.146705108188,8.65020720022083,1.57635866787606
197063,24,2,0,0,0,0,0,"Canada","Nova Scotia","Halifax","B3J9S2","Female","Bachelor",75541,"Married","Star",7329.78,"Standard",2018,12,0,0,0,0,0,0,0,11.2324440719551,8.8998372012248,0
197067,24,2,39,55985,55985,375,68,"Canada","Ontario","London","M5B3E4","Male","High School or Below",55218,"Married","Star",2511.94,"Standard",2014,11,0,0,0,4.23410650459726,10.9328569384621,5.9295891433899,10.9328569384621,10.9190623759395,7.82920866141296,1.92064558263984
197086,24,2,33,51441,51441,547,98,"Canada","Nova Scotia","Halifax","B3J9S2","Female","Bachelor",97051,"Married","Aurora",20467.72,"Standard",2016,12,0,0,0,4.59511985013459,10.8482102384045,6.30627528694802,10.8482102384045,11.4830021963189,9.92665314616773,1.87786062438514
197096,24,2,33,57357,57357,1505,272,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",60295,"Married","Nova",6519.29,"Standard",2013,7,0,0,0,5.60947179518496,10.9570676071621,7.31721240835984,10.9570676071621,11.0070210455233,8.78267413245917,1.87786062438514
197113,24,2,43,69180,69180,0,0,"Canada","Alberta","Edmonton","T9G1W3","Female","High School or Below",68518,"Married","Nova",5297.15,"Standard",2013,3,0,0,0,0,11.1444815374315,0,11.1444815374315,11.1348663580525,8.575112982002,1.94529936871379
197138,24,2,50,94912,94912,985,178,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",102956,"Married","Aurora",5625.31,"Standard",2013,7,0,0,0,5.18738580584075,11.4607159615176,6.89365635460264,11.4607159615176,11.5420667043164,8.6352090888471,1.98288316164224
197192,24,2,44,64691,64691,2566,461,"Canada","Ontario","Thunder Bay","K8T5M5","Male","Bachelor",61055,"Married","Aurora",6656.2,"Standard",2016,12,0,0,0,6.13556489108174,11.0773928252397,7.85049318087114,11.0773928252397,11.019546754808,8.80345425471257,1.95106701314187
197239,24,2,0,0,0,0,0,"Canada","New Brunswick","Moncton","E1A2A7","Female","Bachelor",54038,"Married","Nova",3575.04,"Standard",2015,10,2015,12,1,0,0,0,0,10.8974612870917,8.18201132191317,0
197320,24,2,38,49421,49421,3569,642,"Canada","Alberta","Peace River","T9O2W2","Female","Bachelor",103042,"Married","Nova",3792.13,"Standard",2014,9,0,0,0,6.46614472423762,10.8081509481693,8.18032087477368,10.8081509481693,11.5429016558212,8.24094681476358,1.91404327174953
197491,24,2,0,0,0,0,0,"Canada","Alberta","Banff","T4V1D4","Female","Doctor",53353,"Married","Nova",5346.92,"Standard",2013,5,2014,2,1,0,0,0,0,10.8847042304891,8.58446297924682,0
197509,24,2,36,46189,46189,509,92,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",55898,"Married","Nova",6807.27,"Standard",2015,6,0,0,0,4.53259949315326,10.7405186034247,6.23441072571837,10.7405186034247,10.9313017698955,8.82589332869125,1.90024154060588
197578,24,2,30,37855,37855,1708,307,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",76248,"Married","Nova",5517.2,"Standard",2012,9,0,0,0,5.73009978297357,10.5415447667781,7.44366368311559,10.5415447667781,11.2417595796296,8.61580699913671,1.85310204912874
197642,24,2,36,63891,63891,946,170,"Canada","Ontario","Trenton","K8V4B2","Female","Doctor",156578,"Married","Star",2470.44,"Standard",2013,11,0,0,0,5.14166355650266,11.0649494369098,6.85329909318608,11.0649494369098,11.9613159539298,7.81255625569732,1.90024154060588
197855,24,2,6,7861,7861,0,0,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",71792,"Married","Aurora",5470.06,"Standard",2018,9,0,0,0,0,8.96979630598181,0,8.96979630598181,11.1815422572473,8.60722766092016,1.39495883417946
197890,24,2,47,61973,61973,909,164,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",100571,"Married","Aurora",16922.13,"Standard",2012,12,0,0,0,5.10594547390058,11.0344702212347,6.8134445995109,11.0344702212347,11.5186291678869,9.73643660423168,1.96753678768858
198167,24,2,43,68945,68945,1481,267,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",86388,"Single","Aurora",5595.39,"Standard",2014,11,0,0,0,5.59098698051086,11.1410788684857,7.30114780585603,11.1410788684857,11.3666156318721,8.62987702599455,1.94529936871379
198354,24,2,0,0,0,0,0,"Canada","Quebec","Montreal","H4G3T4","Male","Bachelor",103151,"Single","Star",8622.84,"Standard",2015,4,2016,5,1,0,0,0,0,11.5439589075504,9.06228574010098,0
198407,24,2,0,0,0,0,0,"Canada","Ontario","Toronto","M2M6J7","Female","Doctor",118821,"Divorced","Star",4718.56,"Standard",2016,3,2016,11,1,0,0,0,0,11.6853818539512,8.45947085389533,0
198456,24,2,0,0,0,0,0,"Canada","Ontario","Toronto","P2T6G3","Male","Bachelor",74123,"Divorced","Star",5979.72,"Standard",2015,11,2016,7,1,0,0,0,0,11.2134946454839,8.69629624103481,0
198499,24,2,73,97747,97747,3636,654,"Canada","New Brunswick","Moncton","E1A2A7","Male","Bachelor",93909,"Married","Nova",8874.55,"Standard",2016,2,0,0,0,6.48463523563525,11.4901480172802,8.19891444498699,11.4901480172802,11.4500921557987,9.09105558425443,2.07462408479324
198570,24,2,6,10020,10020,536,96,"Canada","British Columbia","Victoria","V106T5","Female","Doctor",266718,"Married","Nova",4688.46,"Standard",2018,5,0,0,0,4.57471097850338,9.21243817005833,6.28599809450886,9.21243817005833,12.4939509487274,8.45307271621862,1.39495883417946
198625,24,2,37,59089,59089,461,83,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",51165,"Married","Nova",3785.75,"Standard",2015,9,0,0,0,4.43081679884331,10.9868169843397,6.13556489108174,10.9868169843397,10.8428305279404,8.23926341040714,1.9072456998841
198645,24,2,29,42257,42257,850,153,"Canada","Ontario","Toronto","P1L8X8","Male","Bachelor",83332,"Married","Star",3223.33,"Standard",2015,2,0,0,0,5.03695260241363,10.6515489639735,6.74641212857337,10.6515489639735,11.3305999081683,8.07848045570847,1.84423354856758
198713,24,2,39,64469,64469,449,81,"Canada","Alberta","Edmonton","T9G1W3","Female","Bachelor",46863,"Married","Aurora",10064.61,"Standard",2016,8,0,0,0,4.40671924726425,11.0739552783047,6.10924758276437,11.0739552783047,10.7550050690675,9.21687994229802,1.92064558263984
198785,24,2,1,721,721,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",68602,"Married","Star",2582.86,"Standard",2018,9,0,0,0,0,6.58202513889283,0,6.58202513889283,11.1360915445362,7.85703968386816,0.832554611157698
198813,24,2,29,45937,45937,0,0,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",50800,"Divorced","Nova",3265.16,"Standard",2012,10,0,0,0,0,10.7350479402497,0,10.7350479402497,10.8356713184122,8.09137026192017,1.84423354856758
198836,24,2,31,41163,41163,497,89,"Canada","Saskatchewan","Regina","S1J3C5","Male","Bachelor",60208,"Married","Star",8586.8,"Standard",2015,12,0,0,0,4.49980967033027,10.625319366956,6.21060007702465,10.625319366956,11.0055771217838,9.05809787041823,1.86164870552952
198900,24,2,28,40437,40437,499,90,"Canada","Saskatchewan","Regina","S6J3G0","Female","Bachelor",63991,"Married","Star",2574.2,"Standard",2016,1,0,0,0,4.51085950651685,10.6075252159272,6.21460809842219,10.6075252159272,11.0665133545287,7.8536824799846,1.83501929962234
198961,24,2,21,19180,19180,701,126,"Canada","Ontario","Ottawa","K1F2R2","Female","Bachelor",103563,"Married","Nova",8962.8,"Standard",2016,10,0,0,0,4.84418708645859,9.86167548472169,6.55393340402581,9.86167548472169,11.5479450580713,9.10094952320382,1.7581360736184
